brand,name,price,spec_score,user_votes,user_rating,os,utility: Business,utility: Everyday Use,utility: Performance,utility: Gaming,thickness_mm,weight_kg,warranty,screen_size,resolution_WIDTH,resolution_HEIGHT,resolution_category,ppi_num,ppi_category,battery_Wh,aspect_ratio,touch_screen,anti_glare,processor_gen,processor_brand,processor_core,base_processor_speed_GHz,turbo_processor_speed_GHz,no_cores,cache_memory_mb,graphics_brand,rom_capacity_gb,internal_memory_gb
lenovo,Legion Slim 5 82Y9009JIN Gaming,132190.0,79.0,114.0,4.5, windows 11,0,0,0,1,21.9,2.4,1.0,16.0,1600.0,2560.0,Good,189.0,High,80.0,,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,1024.0
asus,Vivobook 16 2023 X1605ZAB-MB342WS,43990.0,57.0,66.0,4.1, windows 11,0,0,1,0,19.9,1.88,1.0,16.0,1200.0,1920.0,Good,142.0,High,42.0,16:10,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,16.0,512.0
msi,Thin GF63 11SC-1629IN Gaming,54990.0,61.0,62.0,4.6, windows 11,0,0,1,0,,,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,512.0
lenovo,V15 G4,34821.0,50.0,86.0,4.7, windows 11,0,0,1,0,,,1.0,15.6,1080.0,1920.0,Average,147.0,High,,,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
gigabyte,G5 MF-G2IN313SH,69990.0,66.0,134.0,4.6, windows 11,0,0,1,0,22.7,2.08,2.0,15.0,1080.0,1920.0,Average,147.0,Average,,16:9,0,0,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
asus,Vivobook 15X OLED M3504YA-LK741WS,58990.0,62.0,61.0,4.0, windows 11,0,1,0,0,17.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,7.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
lenovo,IdeaPad 3 15IAU7 82RK00WXIN,32990.0,53.0,60.0,4.3, windows 11,0,0,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,256.0
lenovo,IdeaPad 1 15AMN7 82VG00ERIN,33290.0,51.0,91.0,4.3, windows 11,0,0,1,0,17.9,1.58,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
asus,BR1100CKA-GJ0746W,16490.0,39.0,103.0,4.7, windows 11,0,0,1,0,20.0,1.26,1.0,11.6,768.0,1366.0,Average,135.0,Average,42.0,,0,1,,intel,Celeron,,,2.0,,intel,8.0,128.0
asus,Vivobook 16X K3605ZU-MB542WS,76990.0,66.0,65.0,4.4, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,70.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook 16X K3605VU-MB541WS,89990.0,64.0,76.0,4.8, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Average,283.0,High,70.0,16:10,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN,53490.0,63.0,64.0,4.5, windows 11,0,0,0,1,24.2,2.25,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,16:9,0,1,11.0,intel,Core i5,2.5,4.5,4.0,8.0,nvidia,8.0,512.0
hp,250 G9 7M657PA,33118.0,56.0,84.0,4.4, windows 11,0,0,1,0,19.9,1.74,1.0,15.6,768.0,1366.0,Poor,100.0,Low,41.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
asus,Vivobook Go 14 E1404FA-NK543WS,45890.0,53.0,78.0,4.5, windows 11,0,0,1,0,17.9,1.38,1.0,14.0,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,16.0,512.0
lenovo,IdeaPad Gaming 3 82SB00V5IN,66990.0,64.0,117.0,4.3, windows 11,0,0,0,0,,2.32,1.0,15.6,1080.0,1920.0,Average,141.0,Average,60.0,,0,1,6.0,amd,Ryzen 7,3.2,4.7,8.0,16.0,nvidia,8.0,512.0
acer,Aspire Lite 15 2023 AL15-51,53499.0,60.0,421.0,3.8, windows 11,0,0,1,0,19.7,1.59,1.0,15.6,1080.0,1920.0,Average,141.0,Average,36.0,16:9,0,1,11.0,intel,Core i7,1.2,4.7,4.0,12.0,intel,16.0,1024.0
lenovo,Yoga 7 82YL0095IN,91190.0,70.0,82.0,4.3, windows 11,0,0,1,0,17.7,1.49,1.0,14.0,1800.0,2880.0,Good,243.0,High,71.0,16:10,1,0,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,1024.0
acer,Chromebook CB314-3H NX.K04SI.008,23990.0,34.0,105.0,4.1, chrome,0,1,0,0,19.9,1.45,1.0,14.0,1920.0,1080.0,Average,157.0,High,,,0,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,64.0
asus,Vivobook Pro 15 OLED M6500QC-LK741WS,73990.0,60.0,110.0,4.3, windows 11,0,0,0,0,18.9,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,16:9,0,1,5.0,amd,Ryzen 7,2.8,4.4,8.0,16.0,nvidia,16.0,512.0
asus,Vivobook Go 14 E410KA-EK013W,23990.0,41.0,181.0,4.2, windows,0,0,1,0,17.9,1.38,1.0,14.0,1080.0,1920.0,Average,157.0,High,42.0,16:9,0,1,,intel,,1.1,2.8,2.0,4.0,intel,8.0,256.0
dell,Inspiron 3520 IN3520KTMFJS01ORS1,36490.0,54.0,150.0,4.3, windows 11,0,0,0,0,16.96,1.83,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN,49921.0,59.0,660.0,4.2, windows 11,0,0,0,1,24.2,2.25,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,3.3,4.2,4.0,,nvidia,8.0,512.0
ultimus,Pro NU14U3INC43BN-CS,12990.0,37.0,1151.0,3.5, windows 11,0,0,1,0,,1.2,1.0,14.1,768.0,1366.0,Average,111.0,Lowest,,16:9,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,4.0,128.0
zebronics,Pro Series Z ZEB-NBC 4S 2023,31990.0,62.0,267.0,4.1, windows 11,0,0,1,0,19.9,1.76,1.0,15.6,1080.0,1920.0,Average,141.0,Average,38.5,16:9,0,0,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
hp,Omen 17-ck2011TX Gaming,339999.0,86.0,57.0,4.4, windows 11,0,0,1,0,27.0,2.78,1.0,17.3,1440.0,2560.0,Poor,182.0,Average,83.0,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,32.0,1024.0
primebook,PBMTWIFI11064 Wi-Fi,11990.0,30.0,1316.0,4.1,,0,1,0,0,19.3,1.0,1.0,11.6,768.0,1366.0,Good,135.0,High,,,0,0,,MediaTek,,,2.0,8.0,,arm,4.0,64.0
zebronics,ZEB-NBC 2S 2023,27490.0,55.0,568.0,4.0, windows 11,0,0,1,0,20.0,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,8.0,512.0
acer,Aspire 5 A515-58GM 15 2023 Gaming,59990.0,61.0,97.0,4.4, windows 11,0,0,0,0,17.9,1.78,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,nvidia,16.0,512.0
zebronics,Pro Series Y ZEB-NBC 2S,27990.0,57.0,516.0,4.1, windows 11,0,0,1,0,20.0,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,16.0,512.0
hp,15s-fy5007TU,49990.0,57.0,168.0,4.4, windows 11,0,0,1,0,17.9,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
acer,Nitro V ANV15-51 NH.QNASI.001 Gaming,63990.0,59.0,235.0,4.4, windows 11,0,0,0,1,27.0,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,nvidia,8.0,512.0
ultimus,Lite NU14U4INC54BN-CS,15990.0,42.0,121.0,4.0, windows 11,0,0,1,0,19.5,1.3,1.0,14.1,768.0,1366.0,Average,111.0,Lowest,,16:9,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
acer,One 11 Z8-284 UN.013SI.032,20000.0,42.0,173.0,3.7, windows 11,0,1,0,0,19.0,1.2,1.0,11.6,768.0,1366.0,Bad,135.0,Average,42.0,,0,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
acer,Nitro V ANV15-51 UN.QNASI.002 Gaming,65990.0,60.0,239.0,4.3, windows 11,0,0,0,1,27.0,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,nvidia,16.0,512.0
zebronics,ZEB-NBC 5S,40990.0,66.0,190.0,4.0, windows 11,0,0,1,0,19.9,1.76,1.0,15.6,1080.0,1920.0,Average,141.0,Average,38.5,16:9,0,0,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
hp,Omen 17-cm2002TX Gaming,151990.0,75.0,62.0,4.1, windows 11,0,0,0,0,27.0,2.78,1.0,17.3,1080.0,1920.0,Bad,127.0,Lowest,83.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,512.0
hp,Omen 16-u0022TX Gaming,168025.0,74.0,58.0,4.7, windows 11,0,0,1,0,19.9,2.09,1.0,16.1,1600.0,2560.0,Average,182.0,Average,97.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,512.0
hp,Pavilion Plus ‎14-ey0789AU,86990.0,69.0,54.0,4.1, windows 11,0,0,1,0,17.5,1.38,1.0,14.0,1800.0,2880.0,Good,243.0,High,68.0,,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,amd,16.0,1024.0
lenovo,Yoga Slim 6 14IRH8 83E00015IN,80990.0,54.0,77.0,4.0, windows 11,0,0,1,0,14.9,1.35,1.0,14.0,1200.0,1920.0,Good,162.0,High,65.0,,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,intel,16.0,1024.0
lenovo,Yoga Slim 6 83E00006IN,80190.0,53.0,113.0,4.5, windows 11,0,0,1,0,14.9,1.35,1.0,14.0,1200.0,1920.0,Good,162.0,High,65.0,,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,intel,16.0,512.0
lenovo,IdeaPad Gaming 3 82K2027CIN,51990.0,62.0,69.0,4.5, windows 11,0,0,0,1,24.2,2.25,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,8.0,512.0
acer,One 11 Z8-284 UN.013SI.033,17990.0,41.0,225.0,3.9, windows 11,0,1,0,0,19.0,1.2,1.0,11.6,768.0,1366.0,Bad,135.0,Average,42.0,,0,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,128.0
hp,15s-fy5006TU,35999.0,53.0,102.0,4.4, windows 11,0,0,1,0,17.9,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
lenovo,IdeaPad Flex 5 14IRU8 82Y00051IN,73990.0,60.0,68.0,4.2, windows 11,0,0,1,0,17.4,1.5,1.0,14.0,1200.0,1920.0,Good,162.0,High,52.5,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
asus,TUF Gaming F17 FX706HF-HX019W,64990.0,62.0,62.0,4.5, windows 11,0,0,0,1,,2.6,1.0,17.3,1080.0,1920.0,Average,127.0,Low,48.0,16:9,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,16.0,512.0
lenovo,IdeaPad 1 15ALC7 82R400BSIN,37990.0,52.0,80.0,4.3, windows 11,0,1,0,0,20.0,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
dell,Inspiron 5430 IN5430FR0KC001ORS1,59290.0,50.0,110.0,4.2, windows 11,0,1,0,0,,1.59,1.0,14.0,1080.0,1920.0,Average,141.0,Average,54.0,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
lenovo,Yoga Slim 6 14IRH8 83E00007IN,106000.0,55.0,85.0,4.1, windows 11,0,0,1,0,14.9,1.35,1.0,14.0,1200.0,1920.0,Average,162.0,Average,65.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,intel,16.0,512.0
lenovo,Legion Slim 5 82YA00DXIN Gaming,139190.0,74.0,59.0,4.2, windows 11,0,0,0,1,21.9,2.4,1.0,16.0,1600.0,2560.0,Average,142.0,Low,80.0,,0,1,13.0,intel,Core i7,,4.9,10.0,24.0,nvidia,16.0,1024.0
lenovo,Legion Pro 7 2023 82WQ007TIN Gaming,298990.0,84.0,66.0,4.3, windows 11,0,0,0,0,,2.8,1.0,16.0,1600.0,2560.0,Average,189.0,Average,99.9,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,32.0,1024.0
lenovo,Legion Pro 5 82WM00B7IN Gaming,164190.0,81.0,72.0,4.5, windows 11,0,0,0,1,22.45,2.5,1.0,16.0,1600.0,2560.0,Average,189.0,Average,80.0,,0,1,7.0,amd,Ryzen 7,3.6,5.1,8.0,32.0,nvidia,16.0,1024.0
lenovo,IdeaPad Slim 5 82XD005RIN,68990.0,53.0,80.0,4.1, windows 11,0,0,1,0,16.9,1.46,2.0,14.0,1200.0,1920.0,Good,142.0,Average,56.6,16:10,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
lenovo,Legion 5 Pro 82JQ010EIN,103395.0,74.0,91.0,4.2, windows 11,0,0,0,0,21.0,2.45,1.0,16.0,1600.0,2560.0,Good,189.0,High,80.0,,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,16.0,512.0
lenovo,IdeaPad 1 82VG00ESIN,39390.0,52.0,69.0,4.1, windows 11,0,0,1,0,17.9,1.58,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
hp,Pavilion 14-dv2153TU,66990.0,63.0,1498.0,4.4, windows 11,0,0,1,0,17.0,1.41,1.0,14.0,1080.0,1920.0,Average,157.0,High,43.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,1024.0
lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming,89190.0,63.0,107.0,4.2, windows 11,0,0,1,0,,2.0,3.0,16.0,1600.0,2560.0,Good,189.0,High,75.0,,0,1,6.0,amd,Ryzen 7,3.2,4.7,8.0,16.0,nvidia,16.0,512.0
lenovo,Yoga 7 82YL0099IN,121000.0,72.0,75.0,4.5, windows 11,0,0,1,0,17.7,1.49,1.0,14.0,1800.0,2880.0,Good,243.0,High,71.0,16:10,1,0,13.0,intel,Core i7,2.2,5.0,12.0,18.0,amd,16.0,1024.0
acer,C734 NX.H8VSI.004 Chromebook,20990.0,30.0,76.0,4.0, chrome,0,0,1,0,21.1,1.3,1.0,11.6,1024.0,1280.0,Average,141.0,Average,,,0,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,4.0,64.0
lenovo,IdeaPad 3 15IAU7 82RK00XDIN,33350.0,53.0,168.0,4.3, windows 11,0,0,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,256.0
msi,Bravo 15 B7ED-011IN Gaming,79990.0,65.0,68.0,4.4, windows 11,0,0,0,1,24.95,2.35,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,7.0,amd,Ryzen 7,3.2,4.75,8.0,16.0,amd,16.0,512.0
primebook,S Wi-Fi,12990.0,30.0,986.0,4.2,,0,1,0,0,19.3,1.0,1.0,11.6,768.0,1366.0,Average,135.0,Average,,,0,0,,MediaTek,,,2.0,8.0,,arm,4.0,128.0
lenovo,IdeaPad Gaming 3 82SB00V2IN,61712.0,57.0,130.0,4.3, windows 11,0,0,0,0,2.32,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,60.0,,0,1,6.0,amd,Ryzen 5,,4.5,6.0,16.0,nvidia,8.0,512.0
hp,14s-dr3002TU,26990.0,43.0,53.0,4.1, windows 11,0,1,0,0,17.9,1.47,1.0,14.0,768.0,1366.0,Bad,112.0,Average,41.0,16:9,0,1,,intel,Celeron,,2.8,2.0,4.0,intel,8.0,512.0
lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN,87990.0,61.0,119.0,4.5, windows 11,0,0,1,0,17.4,1.5,1.0,14.0,1200.0,1920.0,Average,162.0,High,52.5,,1,0,13.0,intel,Core i7,,5.0,10.0,12.0,intel,16.0,512.0
asus,ROG Strix G15 G513RC-HN251WS Gaming,83990.0,66.0,101.0,4.4, windows 11,0,0,0,1,20.6,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,90.0,,0,1,6.0,amd,Ryzen 7,3.2,4.7,8.0,16.0,nvidia,16.0,1024.0
asus,Vivobook 16 2023 X1605VA-MB947WS,77990.0,65.0,219.0,4.3, windows 11,0,0,1,0,,1.88,1.0,16.0,1200.0,1920.0,Good,142.0,Average,42.0,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,intel,16.0,512.0
lenovo,IdeaPad Slim 1 82VG00EVIN,33990.0,52.0,654.0,4.1, windows 11,0,1,0,0,17.0,1.58,1.0,15.6,1080.0,1920.0,Average,157.0,High,42.0,16:9,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
lenovo,IdeaPad Gaming 3 82K101PCIN,50490.0,63.0,947.0,4.2, windows 11,0,0,0,1,24.2,2.25,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,1,11.0,intel,Core i5,2.5,4.5,4.0,8.0,nvidia,8.0,512.0
acer,TravelMate P2 TMP214-53 Business,47990.0,62.0,207.0,4.3, windows 11,0,0,0,0,19.9,1.63,1.0,14.0,1080.0,1920.0,Average,157.0,High,,,0,0,11.0,intel,Core i7,1.2,4.7,4.0,12.0,intel,16.0,1024.0
acer,Aspire 5 2023 A515-58GM Gaming,59990.0,61.0,248.0,4.4, windows 11,0,0,0,0,17.9,1.78,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,nvidia,16.0,512.0
asus,Vivobook 16 2023 X1605VA-MB957WS,95689.0,66.0,75.0,4.3, windows 11,0,0,1,0,,1.88,1.0,16.0,1200.0,1920.0,Average,142.0,Average,42.0,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,intel,16.0,1024.0
lenovo,IdeaPad 1 15AMN7 82VG00J5IN,34990.0,52.0,133.0,4.1, windows 11,0,0,1,0,17.9,1.58,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
dell,Inspiron 15 3511 IN35117W5CCS01ORB1,44890.0,48.0,608.0,4.1, windows 11,0,0,0,0,19.0,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,8.0,512.0
hp,Zbook FireFly 14 G8 4F0W6PA,89900.0,65.0,61.0,4.3, windows 11,0,1,0,0,17.9,1.35,1.0,14.0,1080.0,1920.0,Average,162.0,High,53.0,,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,16.0,512.0
lenovo,IdeaPad Gaming 3 82SB00V3IN,63889.0,60.0,256.0,4.3, windows 11,0,0,0,0,,2.32,1.0,15.6,1080.0,1920.0,Average,141.0,Average,60.0,,0,1,6.0,amd,Ryzen 5,,4.5,6.0,16.0,nvidia,16.0,512.0
asus,Vivobook S14 Flip TN3402QA-LZ751WS,68990.0,59.0,56.0,4.0, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Good,162.0,High,70.0,16:10,1,0,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,amd,16.0,1024.0
asus,Vivobook S14 Flip TN3402QA-LZ551WS,63990.0,55.0,52.0,4.1, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Good,162.0,High,70.0,16:10,1,0,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,amd,16.0,1024.0
lenovo,IdeaPad Gaming 3 82K2028AIN,47990.0,57.0,195.0,4.1, windows 11,0,0,0,0,,2.32,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,1,5.0,amd,Ryzen 5,3.3,4.2,4.0,8.0,nvidia,8.0,512.0
dell,Inspiron 15 3520 IN352092K4N001ORS1,52499.0,52.0,166.0,4.3, windows 11,0,0,0,0,,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,512.0
lenovo,IdeaPad 1 15AMN7 82VG00EQIN,26990.0,43.0,1292.0,4.3, windows 11,0,0,1,0,17.9,1.58,1.0,15.6,768.0,1366.0,Bad,100.0,Lowest,,,0,1,,amd,Athlon,2.4,3.5,2.0,2.0,amd,8.0,512.0
dell,Vostro 3520,42990.0,53.0,114.0,4.0, windows 11,0,0,0,0,16.96,1.83,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,8.0,512.0
lenovo,IdeaPad Slim 3 82RK011DIN,32990.0,47.0,644.0,4.1, windows 11,0,0,1,0,19.9,1.63,1.0,15.6,1080.0,1920.0,Average,157.0,High,,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,256.0
hp,255 G9 724N9EA,20990.0,43.0,57.0,4.3, windows 11,0,1,0,0,,1.6,1.0,15.6,768.0,1366.0,Bad,100.0,Lowest,41.0,16:9,0,1,,amd,Athlon,2.3,3.2,2.0,4.0,amd,4.0,256.0
dell,Vostro 3530,55700.0,52.0,77.0,4.4, windows 11,0,1,0,0,,1.66,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
lenovo,V14 G4,28990.0,47.0,85.0,4.6, windows 11,0,0,0,0,,,1.0,14.0,1080.0,1920.0,Average,157.0,High,,16:9,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
msi,Creator Z16 HX B13VFTO-215IN,239990.0,81.0,102.0,4.2, windows 11,0,0,1,0,18.4,2.35,2.0,16.0,1600.0,2560.0,Average,191.0,Average,90.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,32.0,1024.0
asus,ROG Strix G16 2023 G614JJ-N3086WS Gaming,94990.0,64.0,110.0,4.6, windows 11,0,0,0,1,30.4,2.5,1.0,16.0,1200.0,1920.0,Average,142.0,Average,,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,20.0,nvidia,16.0,512.0
lenovo,Thinkpad E15 G4 21DJA0Y0IN,57990.0,59.0,408.0,4.1, windows 11,0,0,1,0,,1.7,,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
msi,Creator Pro M16 B13VJ-1272IN Gaming,271990.0,79.0,91.0,4.1, windows 11,0,0,1,0,26.95,2.29,2.0,16.0,1200.0,1920.0,Poor,142.0,Low,53.5,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,1024.0
dell,Vostro 3525,36499.0,52.0,301.0,4.3, windows 11,0,1,0,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
lenovo,V15 G3 82TTA02UIH,44490.0,59.0,95.0,4.2, windows 11,0,0,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,38.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming,94990.0,65.0,221.0,4.4, windows 11,0,0,0,1,30.4,2.5,1.0,16.0,1200.0,1920.0,Average,142.0,Average,,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,20.0,nvidia,16.0,1024.0
hp,240 G9 821J4PA,64490.0,59.0,102.0,4.1, windows 11,0,0,1,0,19.9,1.47,1.0,14.0,768.0,1366.0,Bad,112.0,Lowest,,16:9,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
asus,ROG Strix G17 G713RC-HX109WS Gaming,79990.0,68.0,105.0,4.4, windows 11,0,0,0,1,27.0,2.5,1.0,17.3,1080.0,1920.0,Average,170.0,High,56.0,16:9,0,1,6.0,amd,Ryzen 7,3.2,4.7,8.0,16.0,nvidia,16.0,512.0
lenovo,IdeaPad Slim 3i 82X70032IN,43590.0,38.0,80.0,4.1, windows 11,1,0,0,0,,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,47.0,,0,1,13.0,intel,Core i3,,4.5,5.0,10.0,intel,8.0,512.0
lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN,64990.0,65.0,67.0,4.4, windows 11,0,0,1,0,17.8,1.55,1.0,14.0,1200.0,1920.0,Good,162.0,High,52.5,,1,0,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,16.0,512.0
dell,Inspiron 3530 15,66450.0,52.0,71.0,4.5, windows 11,1,0,0,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,1024.0
hp,ZBook Firefly 16 G9 6V2X7PA Workstation PC,124000.0,69.0,91.0,4.5, windows 11,0,1,0,0,19.9,1.8,1.0,16.0,1200.0,1920.0,Average,142.0,Average,51.0,,0,1,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,1024.0
hp,Victus 15-fa1132TX,56990.0,62.0,408.0,4.3, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
lenovo,IdeaPad Slim 3 82H803HPIN,47490.0,55.0,71.0,4.7, windows 11,0,0,0,0,,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,0,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,16.0,512.0
